Facies,GR,ILD_log10,DeltaPHI,PHIND,PE,RELPOS,Label_Form_SH_LM
3,81.581,0.581152892,-0.6,23.3,3.44,0.34600000000000003,1
3,76.264,0.591843411,5.5,18.85,3.708,0.26899999999999996,1
3,75.003,0.540079089,5.7,17.85,3.662,0.231,1
3,74.70100000000001,0.46746011,7.9,16.65,3.628,0.192,1
3,77.666,0.384532615,5.2,18.1,3.201,0.154,1
5,75.264,0.326130957,-10.6,27.6,2.605,0.115,1
5,72.4,0.28981183899999996,-14.8,32.3,2.436,0.077,1
3,70.61,0.268577972,-15.2,35.2,2.4530000000000003,0.038,1
7,57.971000000000004,0.254789687,-14.6,33.6,2.572,1.0,2
7,46.746,0.241795431,-9.0,25.7,3.0460000000000003,0.95,2
8,43.446000000000005,0.241546481,0.9,17.15,3.804,0.9,2
8,42.123999999999995,0.263636069,5.2,14.1,4.125,0.85,2
8,46.923,0.311541958,6.1,13.05,4.369,0.8,2
8,64.814,0.379849179,5.2,13.0,4.438,0.75,2
8,79.274,0.45591024,5.0,12.4,4.31,0.7,2
8,88.073,0.5294303539999999,4.7,12.05,4.357,0.65,2
8,91.345,0.577031986,4.8,11.6,4.317,0.6,2
8,91.434,0.5979144710000001,4.8,11.3,4.397,0.55,2
8,88.00200000000001,0.602059991,4.8,10.5,4.498,0.5,2
8,85.405,0.59900924,4.0,10.1,4.544,0.45,2
8,84.348,0.596157081,4.4,10.3,4.503,0.4,2
8,89.329,0.59117595,5.0,10.8,4.455,0.35,2
8,85.469,0.581152892,5.2,11.3,4.376,0.3,2
8,84.193,0.564902673,4.7,11.05,4.28,0.25,2
8,89.404,0.542825427,5.2,10.4,4.126,0.2,2
8,89.947,0.521138084,6.4,9.8,3.9210000000000003,0.15,2
8,97.87799999999999,0.504334912,7.8,10.3,3.823,0.1,2
8,106.475,0.494154594,9.7,11.55,3.77,0.05,2
8,110.12100000000001,0.488832634,4.0,16.6,3.3310000000000004,1.0,2
8,111.355,0.488127496,-11.5,27.45,2.72,0.9840000000000001,2
5,104.598,0.487421211,-12.3,31.95,2.5580000000000003,0.968,2
3,101.945,0.48600518600000003,-12.3,33.35,2.573,0.9520000000000001,1
3,96.726,0.483587297,-12.6,33.3,2.552,0.935,1
3,93.814,0.48029446,-8.3,30.75,2.568,0.919,1
3,88.686,0.478277832,-6.3,30.35,2.68,0.903,1
3,88.001,0.47986311299999995,-7.0,31.3,2.72,0.887,1
3,85.241,0.486572151,-7.9,32.85,2.622,0.871,1
3,80.347,0.498861689,-10.3,35.05,2.4819999999999998,0.855,1
3,81.821,0.514149134,-12.4,37.9,2.3369999999999997,0.8390000000000001,1
3,79.77600000000001,0.527758753,-18.2,41.1,2.116,0.823,1
3,75.107,0.480725379,-16.0,75.5,0.6459999999999999,0.645,1
3,88.53,0.6355842660000001,-12.9,33.55,2.682,0.46799999999999997,1
3,82.132,0.6294095989999999,-6.3,28.75,3.0639999999999996,0.452,1
3,79.53,0.6242820960000001,-2.9,25.35,3.142,0.435,1
2,81.196,0.621280168,-1.4,22.2,3.235,0.419,1
3,81.671,0.6186755389999999,1.3,17.95,3.343,0.40299999999999997,1
2,81.994,0.617314933,7.7,13.35,3.6239999999999997,0.387,1
2,77.9,0.61898892,10.1,12.15,3.645,0.371,1
2,77.672,0.622731965,1.7,17.95,3.391,0.355,1
2,78.003,0.624591459,1.1,20.15,3.366,0.33899999999999997,1
2,79.786,0.621902961,0.7,20.85,3.395,0.32299999999999995,1
2,85.068,0.615107987,1.4,19.1,3.4789999999999996,0.306,1
2,90.08200000000001,0.6054127979999999,4.9,16.35,3.52,0.29,1
2,90.381,0.592953572,10.2,13.2,3.7489999999999997,0.27399999999999997,1
2,90.296,0.578982843,10.2,13.1,3.7939999999999996,0.258,1
2,85.31700000000001,0.565257343,11.9,13.75,3.7760000000000002,0.242,1
2,84.741,0.5492485570000001,10.1,17.05,3.5989999999999998,0.226,1
2,81.491,0.539703239,4.4,22.6,3.3989999999999996,0.21,1
2,85.146,0.536684673,0.4,25.0,3.19,0.19399999999999998,1
2,83.99700000000001,0.538070787,-3.9,27.25,2.9339999999999997,0.177,1
2,84.214,0.541454429,-10.0,30.5,2.647,0.161,1
2,80.845,0.5375672570000001,-11.6,31.7,2.526,0.145,1
2,84.819,0.52530401,-12.5,30.55,2.5269999999999997,0.129,1
2,85.426,0.510142699,-14.0,27.2,2.603,0.113,1
2,90.56700000000001,0.502153893,-5.6,21.0,2.7260000000000004,0.09699999999999999,1
2,99.42200000000001,0.5077209770000001,-19.6,29.3,2.306,0.081,1
5,56.187,0.654657755,-15.0,25.7,2.8930000000000002,1.0,2
8,35.522,0.70969387,1.4,11.7,3.9410000000000003,0.985,2
8,23.688000000000002,0.777571805,-2.2,9.4,4.449,0.971,2
8,21.307,0.867349617,1.3,6.05,4.611000000000001,0.956,2
8,26.405,0.9633155109999999,3.7,4.55,4.69,0.941,2
6,27.73,1.0425361370000001,2.6,5.3,4.753,0.9259999999999999,2
8,28.403000000000002,1.091350352,1.8,5.8,4.695,0.912,2
8,30.291999999999998,1.10744741,0.7,5.85,4.6080000000000005,0.897,2
8,30.956,1.107277823,-0.3,5.75,4.5569999999999995,0.882,2
8,33.036,1.1078202670000001,-0.6,5.6,4.609,0.868,2
8,33.698,1.111262514,-0.3,5.25,4.643,0.853,2
8,29.775,1.1069723999999999,0.1,4.75,4.66,0.838,2
8,24.094,1.089198367,-0.2,4.6,4.665,0.8240000000000001,2
8,18.243,1.058501943,0.2,4.4,4.725,0.809,2
8,13.892999999999999,1.024362504,0.7,4.15,4.748,0.794,2
8,16.598,0.997648455,1.2,4.4,4.735,0.779,2
8,20.988000000000003,0.978773784,1.8,5.3,4.724,0.765,2
8,27.037,0.9652017009999999,1.3,6.95,4.681,0.75,2
8,37.72,0.94767874,0.0,8.1,4.598,0.735,2
8,43.20399999999999,0.927319025,-1.0,8.2,4.552,0.721,2
5,51.049,0.9114772170000001,-0.9,7.35,4.446000000000001,0.706,2
5,57.093,0.9054720620000001,0.9,6.15,4.276,0.691,2
5,61.927,0.9137079140000001,3.0,5.4,4.098,0.6759999999999999,2
5,65.863,0.92808846,4.6,5.8,3.984,0.662,2
5,68.904,0.939718882,6.1,6.55,3.895,0.647,2
5,74.014,0.9457147140000001,7.0,7.0,3.859,0.632,2
5,86.50299999999999,0.9459607040000001,6.9,7.05,3.878,0.618,2
5,109.964,0.949341207,6.1,6.95,3.918,0.603,2
4,149.908,0.9583727320000001,5.8,6.6,3.9619999999999997,0.588,2
4,174.17,0.972063916,5.3,6.55,4.045,0.574,2
4,184.021,0.99100444,5.1,6.55,4.087,0.5589999999999999,2
4,179.77700000000002,1.011866357,5.1,6.55,4.129,0.544,2
4,158.33100000000002,1.032739605,5.3,6.55,4.2139999999999995,0.529,2
4,127.469,1.05415324,5.3,6.45,4.271,0.515,2
4,98.57799999999999,1.070000904,5.2,6.0,4.296,0.5,2
4,78.954,1.0851121129999999,4.5,5.75,4.253,0.485,2
4,67.02600000000001,1.093946724,3.5,5.35,4.346,0.47100000000000003,2
4,59.711999999999996,1.0965624379999999,2.6,5.0,4.364,0.456,2
4,62.048,1.092439911,2.6,4.9,4.394,0.441,2
4,73.528,1.081995025,3.0,5.2,4.398,0.426,2
5,83.486,1.066251362,3.6,5.7,4.386,0.41200000000000003,2
4,82.963,1.045283851,4.4,6.2,4.33,0.397,2
4,78.22,1.019946682,4.2,7.1,4.343,0.382,2
6,65.96600000000001,0.9966867559999999,3.6,7.5,4.419,0.368,2
6,46.376000000000005,0.984347258,2.1,7.75,4.476,0.353,2
8,32.286,0.988648125,0.6,8.3,4.513999999999999,0.33799999999999997,2
8,31.293000000000003,1.000217093,-0.1,8.65,4.64,0.324,2
8,36.538000000000004,1.005609445,-0.7,8.45,4.698,0.309,2
8,50.141999999999996,0.991624735,-0.5,7.55,4.586,0.294,2
6,58.872,0.951483231,0.7,6.75,4.493,0.27899999999999997,2
5,62.931999999999995,0.8924841790000001,2.1,6.45,4.454,0.265,2
5,67.306,0.835753968,3.0,6.5,4.409,0.25,2
8,67.73100000000001,0.7944183309999999,-2.8,10.5,3.6910000000000003,0.235,2
2,78.04899999999999,0.618884485,-12.1,21.45,2.608,0.147,2
2,75.925,0.631545228,-6.9,19.25,2.826,0.132,2
3,77.553,0.666424373,-8.4,22.6,2.84,0.11800000000000001,2
2,71.921,0.7109631190000001,-6.1,23.35,2.8989999999999996,0.10300000000000001,2
3,61.93899999999999,0.745230985,-6.5,22.85,2.917,0.08800000000000001,2
3,51.986999999999995,0.765668555,-3.8,18.7,3.022,0.07400000000000001,2
3,41.019,0.772761647,1.1,13.45,3.298,0.059000000000000004,2
8,34.314,0.775537635,3.1,9.25,3.5210000000000004,0.044000000000000004,2
8,36.958,0.782615932,5.0,7.1,3.59,0.028999999999999998,2
8,40.571999999999996,0.793650718,6.8,7.3,3.5180000000000002,0.015,2
2,106.81299999999999,0.5329999999999999,9.339,15.222000000000001,3.5,1.0,1
3,100.93799999999999,0.542,8.857000000000001,15.312999999999999,3.4160000000000004,0.977,1
3,94.375,0.5529999999999999,7.097,14.583,3.195,0.955,1
3,89.81299999999999,0.5539999999999999,7.081,14.11,2.963,0.932,1
3,91.56299999999999,0.56,6.733,13.189,2.9789999999999996,0.909,1
3,87.18799999999999,0.5670000000000001,6.577999999999999,12.806,3.16,0.8859999999999999,1
3,84.18799999999999,0.569,5.569,12.253,3.2230000000000003,0.8640000000000001,1
3,84.625,0.5670000000000001,4.861000000000001,12.229000000000001,3.361,0.841,1
3,90.31299999999999,0.581,5.6339999999999995,13.458,3.395,0.818,1
3,91.56299999999999,0.578,6.443,17.922,3.076,0.795,1
3,85.625,0.56,6.897,19.177,3.135,0.773,1
3,74.188,0.5329999999999999,4.6339999999999995,17.827,3.002,0.75,1
3,65.875,0.499,3.571,13.225999999999999,3.16,0.727,1
3,63.625,0.467,2.563,13.013,2.773,0.705,1
3,65.375,0.46,3.9219999999999997,13.46,2.541,0.682,1
2,65.813,0.45299999999999996,3.145,14.97,2.512,0.659,1
2,64.5,0.441,3.31,15.245,2.6660000000000004,0.636,1
2,65.313,0.426,2.439,14.602,2.807,0.614,1
2,67.063,0.415,2.877,14.017000000000001,2.9410000000000003,0.591,1
2,70.25,0.401,2.333,13.585,2.9810000000000003,0.568,1
2,72.125,0.38299999999999995,1.926,13.405999999999999,3.0780000000000003,0.545,1
2,79.563,0.35700000000000004,2.1519999999999997,14.205,3.17,0.523,1
2,80.563,0.332,3.0780000000000003,16.844,3.1069999999999998,0.5,1
2,75.813,0.31,5.733,18.242,3.012,0.47700000000000004,1
2,65.625,0.295,6.937,19.674,3.014,0.455,1
2,57.25,0.293,7.76,19.584,2.971,0.43200000000000005,1
2,59.625,0.292,6.294,19.487000000000002,2.947,0.409,1
2,62.0,0.293,5.391,18.584,2.787,0.386,1
2,68.438,0.307,4.007,17.428,2.807,0.364,1
2,71.063,0.33299999999999996,3.218,16.410999999999998,2.838,0.341,1
2,71.188,0.371,2.909,14.962,2.844,0.318,1
2,70.938,0.419,2.838,13.177,2.76,0.295,1
2,66.813,0.46299999999999997,2.855,12.282,2.58,0.273,1
2,69.875,0.493,2.702,11.556,2.7030000000000003,0.25,1
2,73.188,0.5,3.0260000000000002,11.769,2.795,0.22699999999999998,1
2,81.0,0.486,3.352,12.322000000000001,2.938,0.205,1
2,82.18799999999999,0.457,3.945,13.144,2.6910000000000003,0.182,1
2,82.06299999999999,0.42100000000000004,5.444,15.21,2.654,0.159,1
2,77.375,0.38,6.5920000000000005,16.358,2.75,0.136,1
3,74.75,0.341,6.672000000000001,16.326,2.891,0.114,1
5,73.688,0.31,6.614,17.409000000000002,2.9219999999999997,0.091,1
5,76.25,0.295,7.122999999999999,19.977,2.9810000000000003,0.068,1
2,73.938,0.301,10.693,21.143,3.065,0.045,1
3,75.5,0.32299999999999995,8.346,20.17,3.133,0.023,1
5,77.938,0.35,5.702999999999999,16.27,3.32,1.0,2
5,85.75,0.384,1.07,13.579,3.662,0.983,2
5,81.875,0.43799999999999994,0.9690000000000001,9.822000000000001,4.394,0.966,2
8,75.125,0.518,1.062,7.629,4.562,0.948,2
8,73.375,0.614,0.67,6.898,4.894,0.9309999999999999,2
8,79.938,0.696,0.442,6.442,5.121,0.914,2
8,89.5,0.7490000000000001,0.54,6.54,5.098,0.897,2
6,85.81299999999999,0.767,1.25,6.905,5.008,0.879,2
6,75.563,0.7509999999999999,2.104,7.075,4.695,0.862,2
5,60.156000000000006,0.7240000000000001,2.47,8.125,4.359,0.845,2
5,55.938,0.703,2.639,9.324,3.91,0.828,2
6,55.063,0.685,2.932,10.984000000000002,3.4610000000000003,0.81,2
4,58.843999999999994,0.6579999999999999,4.265,11.75,3.4339999999999997,0.7929999999999999,2
4,55.906000000000006,0.622,4.477,11.734000000000002,3.4730000000000003,0.7759999999999999,2
4,54.781000000000006,0.5760000000000001,3.5580000000000003,11.383,3.412,0.759,2
4,56.375,0.53,2.147,10.89,3.5269999999999997,0.741,2
6,65.125,0.498,2.5869999999999997,11.329,3.424,0.7240000000000001,2
6,67.813,0.48700000000000004,5.048,12.872,3.4410000000000003,0.7070000000000001,2
4,64.938,0.495,7.595,14.28,3.201,0.69,2
7,58.5,0.511,9.249,16.044,3.19,0.672,2
7,61.313,0.523,8.082,15.110999999999999,3.2439999999999998,0.655,2
7,80.563,0.529,6.129,13.842,3.67,0.638,2
7,104.43799999999999,0.54,4.2330000000000005,11.49,4.227,0.621,2
8,116.5,0.5660000000000001,2.6860000000000004,11.084000000000001,4.742,0.603,2
8,110.875,0.612,1.6669999999999998,10.638,4.867,0.586,2
8,109.31299999999999,0.664,0.755,10.866,4.891,0.569,2
8,108.31299999999999,0.7040000000000001,0.975,10.402000000000001,5.223,0.552,2
6,111.68799999999999,0.727,1.09,10.628,5.059,0.534,2
6,100.06299999999999,0.733,1.139,9.993,5.257999999999999,0.517,2
6,100.06299999999999,0.733,1.139,9.993,5.257999999999999,0.517,2
8,95.0,0.73,1.311,9.48,5.246,0.5,2
8,80.563,0.72,1.565,8.933,5.4879999999999995,0.483,2
6,63.031000000000006,0.7,1.23,8.487,5.8629999999999995,0.466,2
6,43.813,0.667,0.7020000000000001,8.527000000000001,5.715,0.44799999999999995,2
8,33.625,0.628,0.043,8.551,5.848,0.431,2
8,29.656,0.591,0.47200000000000003,9.097999999999999,5.187,0.414,2
6,26.719,0.5589999999999999,0.413,10.524000000000001,5.047,0.397,2
6,22.641,0.531,1.692,11.687000000000001,4.75,0.379,2
8,20.953000000000003,0.5,1.298,12.667,4.797,0.36200000000000004,2
8,22.561999999999998,0.47,0.924,12.748,4.852,0.345,2
8,24.406,0.441,-0.136,12.49,4.914,0.32799999999999996,2
8,24.875,0.418,0.299,12.005999999999998,5.07,0.31,2
8,25.078000000000003,0.40700000000000003,0.616,11.64,4.996,0.293,2
8,24.421999999999997,0.408,0.018000000000000002,12.872,4.785,0.276,2
8,27.781,0.415,-0.731,13.719000000000001,4.699,0.259,2
8,29.734,0.429,-0.414,14.037,4.914,0.24100000000000002,2
8,39.656,0.446,0.486,12.649000000000001,4.953,0.22399999999999998,2
8,48.75,0.462,1.505,11.727,4.492,0.207,2
8,52.406000000000006,0.486,1.367,11.133,3.815,0.19,2
6,50.188,0.522,1.325,10.98,3.693,0.172,2
5,54.906000000000006,0.5670000000000001,1.359,10.213,3.58,0.155,2
8,68.063,0.625,2.214,9.7,3.863,0.138,2
6,79.813,0.7020000000000001,3.406,9.289,3.8710000000000004,0.121,2
4,88.5,0.764,5.345,9.743,4.004,0.10300000000000001,2
4,85.18799999999999,0.799,5.84,10.127,3.775,0.086,2
4,74.188,0.795,4.279,8.905,4.148,0.069,2
4,74.188,0.795,4.279,8.905,4.148,0.069,2
5,55.406000000000006,0.7390000000000001,2.334,6.504,4.258,0.052000000000000005,2
6,47.875,0.6759999999999999,0.446,4.388,4.797,0.034,2
8,58.218999999999994,0.667,1.984,5.926,4.113,0.017,2
8,79.25,0.6709999999999999,1.088,17.369,3.49,1.0,2
3,93.125,0.664,0.0,27.246,3.057,0.971,1
3,94.25,0.649,1.395,27.267,2.682,0.941,1
3,84.875,0.612,0.8079999999999999,20.627,3.076,0.912,1
3,77.125,0.568,2.991,14.587,3.299,0.882,1
3,70.563,0.568,4.263,13.462,3.611,0.853,1
3,61.813,0.581,5.689,12.719000000000001,3.2560000000000002,0.8240000000000001,1
2,62.188,0.581,5.641,12.67,3.3539999999999996,0.794,1
2,62.563,0.569,5.791,11.446,3.25,0.765,1
2,74.5,0.555,5.529,11.073,3.342,0.735,1
2,84.625,0.5329999999999999,5.446000000000001,13.499,3.15,0.706,1
3,94.25,0.525,4.813,17.55,3.029,0.6759999999999999,1
3,101.0,0.531,6.428999999999999,21.451999999999998,2.844,0.647,1
3,97.75,0.54,5.7589999999999995,23.636,2.75,0.618,1
3,90.06299999999999,0.551,5.239,21.519000000000002,2.699,0.588,1
2,79.625,0.573,3.4989999999999997,17.839000000000002,2.885,0.5589999999999999,1
2,73.813,0.601,4.323,12.376,3.262,0.529,1
2,77.438,0.636,4.629,9.482999999999999,3.418,0.5,1
2,72.625,0.6809999999999999,3.464,7.522,3.373,0.47100000000000003,1
2,69.813,0.716,2.4219999999999997,7.393,3.2319999999999998,0.441,1
2,65.438,0.728,1.631,7.403,3.2310000000000003,0.41200000000000003,1
2,65.875,0.7190000000000001,1.158,7.386,3.3560000000000003,0.382,1
2,67.25,0.693,0.9159999999999999,7.483,3.398,0.353,1
2,67.875,0.662,0.58,8.404,3.3480000000000003,0.324,1
2,75.0,0.623,0.8959999999999999,8.381,3.3480000000000003,0.294,1
2,80.938,0.578,1.247,9.3,3.457,0.265,1
2,86.75,0.55,2.513,11.255999999999998,3.2230000000000003,0.235,1
2,92.125,0.528,1.859,15.28,2.8789999999999996,0.20600000000000002,1
2,95.0,0.504,2.565,16.331,2.7319999999999998,0.17600000000000002,1
2,98.625,0.498,2.98,17.43,3.008,0.147,1
2,97.5,0.518,6.042000000000001,19.691,3.213,0.11800000000000001,1
3,92.81299999999999,0.528,5.912999999999999,24.701999999999998,2.9589999999999996,0.08800000000000001,1
3,72.375,0.551,5.425,24.214000000000002,2.805,0.059000000000000004,1
8,48.281000000000006,0.596,3.01,19.402,2.906,0.028999999999999998,2
8,27.25,0.631,2.861,13.545,3.5610000000000004,1.0,2
8,19.875,0.675,2.844,9.412,3.807,0.95,2
8,16.906,0.7659999999999999,2.21,7.409,3.805,0.9,2
8,18.391,0.845,1.4369999999999998,6.18,4.093999999999999,0.85,2
6,21.719,0.905,1.495,5.0969999999999995,4.418,0.8,2
6,25.75,0.961,1.218,4.592,4.758,0.75,2
8,26.438000000000002,0.992,1.619,4.192,5.156000000000001,0.7,2
8,28.031,0.971,1.547,4.459,5.051,0.65,2
8,28.875,0.9440000000000001,0.892,4.723,5.047,0.6,2
8,33.031,0.9279999999999999,0.322,5.977,4.406000000000001,0.55,2
8,34.469,0.919,1.558,6.645,3.904,0.5,2
5,36.875,0.92,2.585,6.643,3.609,0.45,2
5,38.688,0.9329999999999999,1.9680000000000002,6.138,3.785,0.4,2
5,42.625,0.941,0.845,5.013999999999999,4.312,0.35,2
5,42.031000000000006,0.938,0.33899999999999997,3.713,4.598,0.3,2
6,37.5,0.929,0.3,2.873,4.875,0.25,2
6,33.281,0.919,0.546,2.7739999999999996,4.141,0.2,2
8,38.594,0.893,0.7,3.841,3.826,0.15,2
8,52.688,0.847,0.82,4.99,3.2910000000000004,0.1,2
2,63.938,0.782,1.615,6.93,3.3930000000000002,0.05,1
2,74.0,0.721,3.299,9.299,3.18,1.0,1
2,79.813,0.6759999999999999,4.893,12.49,3.08,0.955,1
2,91.25,0.653,6.112,15.422,2.992,0.909,1
2,98.25,0.643,5.027,15.822000000000001,3.082,0.8640000000000001,1
2,98.625,0.623,3.7089999999999996,13.82,3.443,0.818,1
2,86.5,0.594,2.6860000000000004,10.4,3.6839999999999997,0.773,1
2,77.313,0.5670000000000001,2.9589999999999996,8.613999999999999,3.77,0.727,1
3,71.938,0.546,4.279,8.905,3.7539999999999996,0.682,1
3,75.75,0.535,5.234,12.491,3.5980000000000003,0.636,1
3,83.56299999999999,0.535,6.867000000000001,17.206,3.342,0.591,1
3,93.81299999999999,0.539,7.596,20.333,3.08,0.545,1
3,99.5,0.5379999999999999,7.6129999999999995,18.754,3.023,0.5,1
3,90.81299999999999,0.532,5.035,16.059,3.1,0.455,1
3,79.813,0.534,4.1160000000000005,13.315,3.3089999999999997,0.409,1
2,73.313,0.535,3.4989999999999997,12.809000000000001,3.3160000000000003,0.364,1
1,67.625,0.547,3.858,10.888,3.4939999999999998,0.318,1
1,68.063,0.5760000000000001,3.0460000000000003,9.502,3.5269999999999997,0.273,1
1,67.625,0.597,2.454,8.337,3.574,0.22699999999999998,1
1,73.688,0.597,3.569,9.908,3.2089999999999996,0.182,1
3,79.5,0.625,2.096,20.658,2.682,0.136,1
3,82.5,0.6579999999999999,-0.258,26.186,2.498,0.091,1
3,78.75,0.66,-3.639,26.344,2.648,0.045,1
3,60.25,0.6509999999999999,-5.053999999999999,17.847,4.438,1.0,1
8,37.125,0.64,-1.2329999999999999,11.731,5.324,0.958,2
8,20.75,0.624,2.222,9.936,5.52,0.917,2
8,14.414000000000001,0.657,1.528,11.411,5.152,0.875,2
8,14.117,0.721,-0.348,12.505999999999998,5.023,0.833,2
8,15.937999999999999,0.76,-0.907,10.917,4.644,0.792,2
8,16.797,0.779,-0.693,9.19,5.152,0.75,2
8,18.25,0.795,0.198,7.566,4.918,0.708,2
8,18.813,0.799,0.198,7.566,4.918,0.667,2
8,22.641,0.802,1.626,6.48,4.731,0.625,2
8,28.969,0.8079999999999999,3.5410000000000004,5.541,4.059,0.583,2
8,30.5,0.813,4.486000000000001,4.888999999999999,4.16,0.542,2
8,28.75,0.816,3.8680000000000003,5.067,4.394,0.5,2
8,23.406,0.8220000000000001,2.603,6.087999999999999,4.926,0.45799999999999996,2
8,20.359,0.828,1.714,6.685,5.144,0.41700000000000004,2
8,16.828,0.84,1.235,6.0889999999999995,5.406000000000001,0.375,2
8,19.484,0.8540000000000001,1.365,4.739,5.324,0.33299999999999996,2
6,23.141,0.873,1.311,3.767,5.41,0.292,2
6,26.719,0.898,-0.026000000000000002,4.372,4.977,0.25,2
6,26.688000000000002,0.907,-0.705,4.611000000000001,5.129,0.20800000000000002,2
6,25.75,0.882,-0.48200000000000004,4.144,5.184,0.16699999999999998,2
8,32.906,0.8390000000000001,0.03,3.6319999999999997,5.223,0.125,2
3,55.468999999999994,0.795,1.023,4.397,4.762,0.083,1
3,81.375,0.741,2.505,6.675,4.004,0.042,1
2,98.56299999999999,0.688,4.586,10.013,3.7110000000000003,1.0,1
2,102.375,0.643,5.74,12.424000000000001,3.5269999999999997,0.9620000000000001,1
2,102.18799999999999,0.601,6.5520000000000005,13.809000000000001,3.486,0.9229999999999999,1
2,101.25,0.5770000000000001,5.038,13.663,2.9589999999999996,0.885,1
2,102.875,0.5720000000000001,3.5789999999999997,13.462,2.713,0.846,1
2,103.25,0.5720000000000001,2.9589999999999996,13.642999999999999,2.947,0.8079999999999999,1
2,100.68799999999999,0.5770000000000001,2.847,12.73,3.074,0.769,1
2,95.06299999999999,0.59,2.977,12.404000000000002,3.424,0.731,1
2,89.0,0.607,3.2230000000000003,11.620999999999999,3.3689999999999998,0.6920000000000001,1
2,89.125,0.624,2.792,11.417,3.596,0.654,1
2,83.06299999999999,0.642,2.1,10.498,3.648,0.615,1
2,76.563,0.652,1.7830000000000001,10.18,3.51,0.5770000000000001,1
2,73.25,0.654,1.8559999999999999,10.254000000000001,3.242,0.5379999999999999,1
2,79.438,0.655,2.8489999999999998,11.017999999999999,3.176,0.5,1
2,89.0,0.653,3.64,11.692,3.17,0.462,1
2,85.5,0.6409999999999999,3.638,12.036,3.1310000000000002,0.423,1
2,80.5,0.616,3.1919999999999997,11.700999999999999,3.123,0.385,1
2,73.375,0.584,3.028,11.425,3.065,0.34600000000000003,1
2,74.75,0.546,3.842,11.783,2.984,0.308,1
2,69.063,0.513,4.388,12.897,2.895,0.26899999999999996,1
2,68.375,0.489,5.143,13.997,2.889,0.231,1
2,68.313,0.473,4.295,14.405999999999999,3.09,0.192,1
2,76.813,0.462,5.523,17.230999999999998,3.201,0.154,1
2,89.875,0.467,6.978,20.171,3.08,0.115,1
3,92.75,0.47100000000000003,8.101,20.61,3.1430000000000002,0.077,1
3,84.875,0.467,5.888,17.256,3.512,0.038,1
5,58.375,0.462,3.841,13.151,4.285,1.0,2
5,37.969,0.467,3.483,12.337,4.543,0.917,2
8,21.266,0.48,3.2060000000000004,13.2,4.551,0.833,2
8,17.641,0.513,1.9409999999999998,14.220999999999998,4.718999999999999,0.75,2
8,15.585999999999999,0.5479999999999999,1.2570000000000001,13.538,4.656000000000001,0.667,2
8,15.0,0.574,1.3159999999999998,12.112,4.336,0.583,2
8,13.617,0.596,1.367,11.133,4.441,0.5,2
8,16.25,0.624,0.521,9.831,4.547,0.41700000000000004,2
8,18.781,0.626,-0.205,8.994,4.711,0.33299999999999996,2
8,23.219,0.602,-0.073,7.641,4.582,0.25,2
8,28.328000000000003,0.565,2.51,8.281,3.9360000000000004,0.16699999999999998,2
8,45.063,0.5329999999999999,4.381,11.293,3.3280000000000003,0.083,2
2,65.125,0.523,5.516,14.943,2.8089999999999997,1.0,1
2,83.93799999999999,0.526,3.957,16.355,2.7089999999999996,0.958,1
2,82.56299999999999,0.515,2.8539999999999996,14.334000000000001,2.9360000000000004,0.917,1
2,75.5,0.493,1.4969999999999999,11.491,3.275,0.875,1
2,66.0,0.473,1.604,9.773,3.52,0.833,1
2,67.313,0.473,1.75,9.236,3.4,0.792,1
2,71.5,0.507,1.75,9.236,3.4,0.75,1
2,81.25,0.564,2.9960000000000004,10.481,3.3160000000000003,0.708,1
2,90.375,0.614,4.566,11.595999999999998,3.147,0.667,1
2,92.81299999999999,0.6459999999999999,5.412999999999999,12.898,3.1839999999999997,0.625,1
2,87.125,0.66,4.698,12.294,3.109,0.583,1
2,77.563,0.6579999999999999,2.9139999999999997,10.856,3.238,0.542,1
2,73.375,0.655,1.93,8.959,3.3360000000000003,0.5,1
2,73.438,0.6629999999999999,1.2409999999999999,8.036,3.3710000000000004,0.45799999999999996,1
2,75.25,0.664,1.355,7.922000000000001,3.2889999999999997,0.41700000000000004,1
2,76.938,0.6509999999999999,1.6219999999999999,8.533999999999999,3.127,0.375,1
2,80.188,0.611,1.913,9.171,3.1060000000000003,0.33299999999999996,1
2,88.5,0.564,1.97,9.456,3.275,0.292,1
2,98.5,0.526,1.98,10.032,3.2769999999999997,0.25,1
2,107.125,0.519,4.313,13.167,3.26,0.20800000000000002,1
2,108.75,0.535,6.545,20.311,2.822,0.16699999999999998,1
3,94.56299999999999,0.5489999999999999,9.423,25.587,2.8160000000000003,0.125,1
5,66.813,0.5670000000000001,6.296,23.489,3.065,0.083,2
